age,height_cm,weight_kg,overall,potential,value,wage_eur,international_reputation,weak_foot,skill_moves,position,team_jersey_number,pace,shooting,passing,dribbling,defending,physic,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
19,189,75,58,73,280000,1000,1,3,2,RES,21,56,58,47,54,21,60,,,,,,43,61,57,52,45,54,48,34,41,55,58,55,52,53,49,58,68,49,69,56,50,21,57,50,52,48,12,17,21,8,13,13,14,6
20,185,75,58,73,260000,1000,1,3,2,SUB,3,58,28,35,48,57,60,,,,,,25,25,54,44,23,47,25,27,39,43,60,57,61,52,60,40,82,50,66,23,52,59,22,30,37,42,55,60,57,10,6,5,7,11
17,180,70,58,73,250000,1000,1,2,3,SUB,23,78,56,47,64,21,45,,,,,,38,58,50,54,57,66,52,34,39,58,76,79,76,53,68,55,59,49,48,53,30,12,54,50,59,48,22,15,20,9,9,11,10,9
20,181,73,58,73,280000,1000,1,3,2,RES,99,76,56,45,60,18,57,,,,,,32,58,49,48,52,62,57,27,42,54,74,78,67,56,67,58,55,61,57,53,53,10,53,56,58,57,12,19,20,5,11,13,8,11
18,180,75,58,73,260000,1000,1,3,2,RES,34,58,56,55,59,41,51,,,,,,48,55,35,60,42,58,49,61,58,61,62,54,65,44,64,61,41,34,62,58,48,39,51,53,46,44,34,49,44,9,8,14,11,5
19,180,75,58,73,280000,1000,1,3,2,SUB,18,77,53,50,60,19,51,,,,,,52,56,55,54,43,60,30,31,46,55,78,76,76,52,65,49,69,59,56,49,26,17,59,54,59,47,17,12,16,14,7,9,6,9
18,166,61,58,73,260000,2000,1,3,2,RES,38,59,52,57,59,45,41,,,,,,53,45,40,61,49,59,53,49,53,51,64,54,69,56,92,64,69,42,30,55,62,48,60,60,48,51,39,47,52,12,11,6,15,12
20,180,72,58,73,280000,1000,1,3,2,SUB,12,65,58,46,54,19,54,,,,,,33,60,62,53,35,51,42,25,46,56,64,66,63,50,64,65,65,51,56,52,50,17,53,52,60,57,17,10,15,6,14,11,14,12
19,179,66,58,73,270000,1000,1,2,2,RES,77,88,45,58,56,43,56,,,,,,59,45,53,62,41,56,47,42,61,54,87,88,63,53,66,48,64,57,52,43,62,52,53,55,46,42,35,38,50,12,13,7,11,9
18,166,64,58,73,250000,1000,1,3,2,RES,22,56,29,38,44,60,54,,,,,,27,23,56,50,27,41,29,36,34,40,56,56,51,54,78,42,73,57,50,28,55,58,31,33,38,40,54,66,64,12,12,14,13,7
18,184,68,58,73,250000,1000,1,3,2,RES,19,62,40,52,51,55,61,,,,,,46,33,57,64,27,46,27,36,66,53,60,64,52,51,78,53,58,55,66,39,58,53,47,38,51,51,46,61,63,7,7,14,8,10
18,185,83,58,73,260000,1000,1,3,2,SUB,37,73,53,51,63,25,50,,,,,,54,54,40,56,43,63,49,38,32,64,70,75,63,60,54,56,49,48,59,49,32,23,58,56,46,60,22,24,28,10,6,10,10,11
19,180,70,58,73,270000,1000,1,3,2,SUB,30,64,41,52,67,30,46,,,,,,42,40,34,57,39,68,47,42,48,68,64,64,69,48,69,54,50,49,48,30,37,22,44,61,44,52,36,27,31,9,7,11,14,11
19,185,78,58,73,280000,1000,1,3,2,RES,35,58,60,41,51,20,60,,,,,,35,65,58,45,42,46,35,32,35,55,60,57,57,57,57,53,64,56,69,58,43,17,54,47,68,54,14,17,14,14,7,11,11,12
17,179,76,58,73,250000,1000,1,2,2,RES,16,56,52,56,58,44,51,,,,,,50,54,47,59,50,55,53,48,56,60,58,54,66,49,63,52,55,53,52,49,47,33,56,60,49,49,50,46,42,5,6,12,8,11
19,179,73,58,73,250000,1000,1,3,2,RES,3,66,33,49,57,53,59,,,,,,56,30,42,54,27,57,55,49,42,51,67,65,70,51,72,41,63,65,57,29,55,49,46,39,38,42,48,62,63,10,6,10,9,8
17,177,72,58,73,250000,1000,1,3,2,RES,20,62,53,56,61,30,46,,,,,,59,54,43,60,48,64,53,43,52,61,64,61,50,43,71,65,49,52,50,39,29,22,45,52,59,48,26,34,29,9,14,7,11,7
18,177,72,58,73,250000,1000,1,3,2,SUB,18,62,31,49,48,59,60,,,,,,33,23,59,63,31,47,36,42,58,42,65,59,57,58,73,44,64,57,61,31,60,57,42,41,46,50,52,65,66,8,11,6,8,11
21,178,70,58,72,280000,1000,1,3,2,SUB,14,84,54,49,56,35,60,,,,,,38,59,52,55,49,53,36,40,51,51,86,83,83,48,70,58,56,55,63,45,59,43,56,52,41,45,40,25,18,14,7,10,13,13
20,175,65,58,72,280000,1000,1,3,2,SUB,11,69,54,55,60,28,39,,,,,,58,56,28,55,48,60,56,51,56,60,66,71,69,41,62,56,51,38,33,51,52,26,57,50,47,50,29,29,28,8,8,10,5,10
21,190,79,58,72,260000,1000,1,2,2,SUB,3,46,26,31,28,58,58,,,,,,24,12,58,38,30,25,21,25,32,26,34,55,35,54,37,52,78,34,70,29,52,58,22,28,36,56,52,63,60,12,10,14,11,15
21,175,69,58,72,280000,2000,1,3,2,RES,88,74,54,50,60,34,46,,,,,,35,51,58,57,43,60,46,33,51,53,76,72,79,48,78,57,60,51,49,55,28,15,53,58,73,45,60,19,16,10,14,11,5,10
20,182,69,58,72,280000,2000,1,3,2,RES,22,52,61,44,56,23,43,,,,,,35,67,60,50,49,55,43,32,36,56,56,49,54,59,72,56,69,57,39,52,29,19,56,50,70,47,20,17,19,14,12,14,5,12
20,185,75,58,72,260000,4000,1,3,2,RES,44,59,34,57,62,54,60,,,,,,59,28,53,62,29,62,36,44,63,63,55,63,63,49,63,48,65,53,64,37,58,52,34,51,34,48,53,56,55,14,10,10,9,8
20,176,71,58,72,280000,6000,1,3,2,RES,36,66,43,57,56,51,59,,,,,,40,38,52,66,37,51,51,50,62,59,67,66,68,61,66,55,61,58,60,43,55,51,40,59,49,48,45,56,57,12,6,8,12,15
20,176,80,58,72,280000,5000,1,3,2,RES,41,55,52,57,59,53,52,,,,,,50,52,43,64,29,59,41,57,62,62,59,52,54,52,65,58,55,45,55,58,53,52,47,53,37,45,52,58,54,11,9,9,9,10
19,181,69,58,72,280000,2000,1,3,2,RES,34,66,56,45,54,34,54,,,,,,39,60,53,50,42,50,39,36,39,53,69,63,65,68,72,50,61,59,48,51,63,27,63,52,64,48,29,35,39,7,13,9,9,8
18,178,73,58,72,260000,2000,1,3,2,RES,66,43,60,44,57,30,49,,,,,,38,66,62,48,44,55,40,40,37,57,50,38,57,61,69,54,61,53,53,56,31,12,57,51,60,52,45,19,18,6,15,9,6,12
20,183,74,58,72,280000,1000,1,3,2,RCM,16,74,50,56,59,51,58,,,,,,49,50,48,59,43,56,49,43,57,60,73,74,63,52,79,52,55,64,61,51,43,59,55,61,47,51,58,43,45,9,7,15,14,9
19,184,77,58,72,250000,1000,1,3,2,RES,77,72,31,44,52,55,52,,,,,,49,30,43,52,24,52,32,32,31,45,73,71,62,55,68,29,56,62,45,30,56,56,48,39,34,40,52,58,61,9,10,9,9,6
19,191,85,58,72,260000,1000,1,3,2,SUB,19,58,25,38,34,56,66,,,,,,27,19,60,54,27,31,22,29,42,36,61,55,39,46,36,41,66,54,74,20,59,48,29,25,33,44,56,60,56,6,10,7,8,9
19,194,90,58,72,230000,1000,1,3,1,RES,32,,,,,,,61,51,57,70,47,12,8,14,22,7,8,10,9,20,18,27,36,32,51,33,43,58,19,70,13,31,12,8,28,14,22,15,14,13,61,51,57,47,70
19,174,66,58,72,250000,1000,1,2,2,RES,31,71,26,48,62,53,47,,,,,,62,22,22,58,22,62,30,31,29,58,73,69,76,54,75,29,52,54,42,28,49,54,40,40,35,39,56,59,53,13,6,5,14,9
19,188,80,58,72,280000,3000,1,4,2,RES,25,54,57,37,51,21,62,,,,,,27,60,63,47,55,50,33,31,30,57,53,54,37,54,42,59,70,54,68,50,55,21,57,37,58,42,14,16,14,12,10,9,12,14
18,180,75,58,72,250000,1000,1,3,2,RES,36,63,29,32,37,59,63,,,,,,30,24,55,33,28,34,35,32,29,32,62,64,49,52,65,43,70,60,64,26,61,54,26,32,42,49,53,67,62,13,15,11,6,8
20,180,74,58,72,260000,2000,1,2,2,RES,3,67,37,47,50,57,58,,,,,,51,35,56,54,29,45,42,32,46,52,64,70,62,49,65,45,66,55,57,39,63,57,29,37,38,43,55,60,55,5,12,12,10,8
20,184,81,58,72,260000,1000,1,3,2,SUB,4,60,26,48,54,56,66,,,,,,41,22,45,58,23,54,28,23,48,57,61,60,42,51,56,38,71,64,73,19,51,54,25,51,36,51,57,59,59,7,11,10,11,7
20,187,67,58,72,280000,2000,1,3,2,SUB,30,76,51,56,59,49,60,,,,,,53,47,47,59,52,57,49,48,57,57,77,75,79,55,63,58,63,70,60,54,49,51,55,57,48,55,51,46,45,15,11,14,6,9
20,183,69,58,72,280000,1000,1,3,2,SUB,11,82,54,41,60,22,58,,,,,,45,57,61,48,42,59,35,25,29,57,83,81,73,51,64,55,76,57,57,50,56,20,51,40,55,53,20,15,15,13,9,7,8,7
19,191,80,58,72,260000,2000,1,2,2,SUB,20,55,28,36,40,57,68,,,,,,32,30,59,45,28,36,26,22,34,42,56,55,40,50,54,34,67,65,73,20,58,56,21,33,29,43,56,58,57,14,14,8,8,7
19,180,70,58,72,270000,1000,1,3,2,RES,27,69,49,56,62,27,48,,,,,,51,49,32,61,46,61,46,48,54,64,70,69,70,39,68,47,70,54,47,51,37,26,47,58,45,50,29,25,27,10,15,5,10,13
19,197,81,58,72,230000,1000,1,2,1,SUB,95,,,,,,,58,57,59,61,55,13,8,12,16,7,8,11,12,29,16,29,35,38,49,31,44,37,29,55,8,16,11,9,41,13,41,8,11,11,58,57,59,55,61
19,177,68,58,72,270000,1000,1,4,3,RES,21,68,52,60,63,33,49,,,,,,65,55,39,60,46,62,67,66,59,60,70,67,76,51,77,52,56,61,47,47,39,27,48,51,45,50,38,31,34,12,13,8,12,12
19,182,70,58,72,280000,1000,1,3,3,RES,27,87,55,47,62,23,50,,,,,,34,56,50,49,53,63,54,40,46,57,85,89,72,55,69,57,84,50,50,51,39,20,52,58,54,55,19,21,17,7,11,12,6,6
18,183,70,58,72,250000,1000,1,3,2,SUB,29,60,31,40,46,57,65,,,,,,33,28,56,47,32,41,29,33,45,47,58,62,65,51,52,42,63,61,69,22,59,51,25,34,48,53,56,61,60,13,8,9,14,11
20,183,75,58,72,260000,1000,1,3,2,RES,23,64,28,48,55,56,65,,,,,,32,21,55,62,21,55,28,21,51,56,61,66,56,52,58,51,77,52,72,23,62,54,13,48,34,45,50,61,63,15,8,6,11,11
19,186,70,58,72,260000,1000,1,3,2,RES,30,74,48,55,57,55,59,,,,,,50,41,59,60,47,56,47,44,60,50,72,75,76,60,60,61,56,62,58,47,59,55,53,51,53,47,48,59,58,10,10,15,13,12
21,187,70,58,71,200000,1000,1,3,1,SUB,35,,,,,,,58,54,53,58,55,14,16,14,33,14,15,19,16,30,20,61,50,60,62,62,40,73,30,56,20,32,27,13,13,20,42,10,21,25,58,54,53,55,58
20,178,68,58,71,250000,8000,1,3,3,RES,48,73,43,54,59,48,54,,,,,,60,39,42,54,42,59,55,53,51,56,71,75,67,48,72,47,52,61,49,43,58,47,52,50,59,60,48,49,53,15,13,9,7,13
22,190,83,58,71,230000,2000,1,3,2,SUB,21,50,35,49,50,57,68,,,,,,38,30,62,58,31,48,38,40,58,50,54,47,50,51,64,49,60,68,72,30,61,53,40,42,45,57,56,58,61,10,15,13,10,12
21,180,72,58,71,230000,1000,1,3,2,SUB,24,73,26,40,59,58,55,,,,,,43,24,51,48,28,58,31,31,35,55,75,71,73,52,67,26,61,58,57,22,47,53,43,33,36,40,57,62,62,7,5,7,8,5
21,178,69,58,71,230000,3000,1,2,2,RES,34,57,44,54,57,57,54,,,,,,44,42,58,62,36,54,41,46,57,61,54,59,59,55,55,57,60,38,58,38,61,57,31,54,54,48,55,58,55,8,9,6,7,12
20,178,63,58,71,250000,8000,1,2,2,RES,47,76,53,47,59,28,58,,,,,,52,56,65,48,44,57,42,30,35,59,74,77,63,56,75,62,44,49,61,41,66,31,60,54,47,48,19,24,24,7,13,7,9,10
20,178,67,58,71,250000,2000,1,3,2,SUB,17,82,55,43,61,20,46,,,,,,33,59,47,48,49,60,50,30,35,58,83,82,74,55,72,55,59,59,45,49,30,15,55,51,57,57,21,16,16,15,8,9,8,9
20,185,74,58,71,250000,1000,1,3,2,SUB,27,74,50,53,59,51,53,,,,,,56,51,36,53,31,58,48,36,52,59,75,74,58,53,67,57,63,63,49,47,48,48,56,56,35,50,52,55,52,14,8,5,8,14
18,175,70,58,71,230000,1000,1,3,2,SUB,26,64,55,59,60,48,54,,,,,,56,53,48,66,38,57,49,48,62,65,62,65,61,48,60,63,62,56,51,56,55,46,48,54,60,39,54,44,45,9,8,12,10,8
20,188,86,58,71,230000,2000,1,4,2,LCB,98,73,24,33,43,56,67,,,,,,29,18,61,42,24,37,22,23,27,43,68,77,64,47,58,38,72,59,76,22,51,49,25,29,28,44,61,55,52,6,13,10,13,15
19,169,68,58,71,220000,1000,1,3,3,SUB,38,84,35,50,60,53,60,,,,,,51,34,54,55,32,54,37,29,49,57,85,84,85,54,86,38,82,57,61,29,56,53,56,47,32,48,54,52,50,14,9,12,13,6
19,191,92,58,71,220000,1000,1,2,2,SUB,35,65,26,35,39,56,71,,,,,,29,25,53,35,26,37,31,24,45,31,63,67,55,49,58,35,65,68,75,17,67,57,21,36,38,51,56,56,57,15,7,8,9,9
19,188,77,58,71,200000,1000,1,2,1,SUB,22,,,,,,,62,55,56,63,59,14,8,12,16,5,10,11,12,17,15,21,26,26,40,53,42,52,27,56,7,18,9,5,21,12,25,9,14,13,62,55,56,59,63
20,178,72,58,71,230000,2000,1,2,2,SUB,32,54,30,38,43,59,59,,,,,,38,25,58,47,31,38,27,32,30,45,54,54,48,55,64,44,67,60,62,23,48,56,35,32,45,51,58,61,62,11,14,13,5,13
20,174,68,58,71,240000,2000,1,3,2,SUB,27,64,43,57,61,53,46,,,,,,50,36,42,63,43,59,40,44,61,61,66,62,65,53,77,55,54,62,37,48,46,53,36,60,47,55,52,56,58,14,10,12,14,9
19,180,79,58,71,220000,2000,1,2,2,SUB,22,71,32,44,53,56,68,,,,,,48,29,53,49,25,50,38,29,40,51,69,73,69,54,68,39,80,69,71,30,55,55,43,39,34,50,55,57,56,11,12,14,9,5
20,177,72,58,71,250000,1000,1,3,2,RES,20,71,55,51,59,17,50,,,,,,56,55,45,56,42,58,41,32,43,57,75,67,65,54,73,60,64,47,59,52,29,12,56,49,61,49,14,12,20,10,13,8,14,11
19,172,71,58,71,240000,1000,1,3,2,SUB,21,68,47,56,56,36,42,,,,,,62,47,37,62,49,52,37,38,56,61,72,64,62,38,77,52,51,60,37,38,32,31,56,51,51,48,22,52,41,14,5,9,8,14
19,188,67,58,71,220000,1000,1,3,2,RES,19,60,39,51,59,57,62,,,,,,40,38,58,63,42,58,45,41,55,62,56,64,59,50,60,44,56,58,65,35,61,52,36,42,45,55,55,62,57,14,8,8,12,7
20,176,68,58,71,230000,1000,1,3,2,SUB,18,65,42,49,59,56,62,,,,,,38,42,55,61,30,54,38,38,52,61,63,67,69,58,75,54,80,70,59,36,55,56,32,43,37,55,54,59,52,7,12,7,7,11
20,182,76,58,71,250000,1000,1,4,2,RB,8,76,48,52,63,38,58,,,,,,48,46,54,56,45,64,47,42,50,60,77,75,70,54,63,56,64,64,60,47,44,23,46,54,46,51,32,43,53,8,15,14,14,9
20,180,71,58,71,250000,2000,1,3,2,SUB,99,70,56,42,57,17,54,,,,,,30,59,57,48,49,57,53,29,34,57,70,70,68,47,51,60,53,60,59,46,32,12,54,50,54,50,13,12,12,11,15,13,13,7
19,172,64,58,71,220000,3000,1,3,2,RES,40,54,45,50,59,57,56,,,,,,40,41,55,58,40,56,43,39,57,59,55,54,69,57,66,54,58,54,54,44,61,58,41,47,48,50,56,59,57,7,11,7,11,8
19,184,78,58,71,220000,1000,1,2,2,SUB,3,59,31,37,54,62,68,,,,,,45,28,54,35,27,62,32,40,28,40,60,59,57,57,57,37,62,66,70,28,65,58,45,42,45,44,61,66,69,8,6,7,9,6
19,195,78,58,71,220000,2000,1,3,2,RES,32,59,47,54,50,56,68,,,,,,42,41,60,60,42,51,50,53,61,47,57,61,54,51,42,61,58,63,72,45,66,53,56,49,46,41,51,58,62,7,12,7,12,9
20,181,75,58,71,230000,3000,1,2,2,SUB,38,62,30,51,46,59,56,,,,,,50,28,43,57,28,41,32,27,49,43,63,62,62,60,63,31,58,59,59,29,43,59,39,54,34,38,60,62,60,11,10,14,12,6
18,176,65,58,71,230000,1000,1,3,2,SUB,33,64,52,56,63,34,40,,,,,,48,54,47,61,46,61,60,51,62,63,60,68,76,47,63,61,59,44,36,41,41,23,46,51,53,65,26,39,53,13,6,9,15,13
19,178,75,58,71,220000,1000,1,2,2,SUB,25,66,32,37,57,58,57,,,,,,49,31,48,34,31,63,32,40,26,45,66,66,58,57,67,32,55,60,56,28,56,58,52,39,41,39,49,66,69,5,5,8,9,14
22,188,76,58,70,180000,1000,1,3,1,GK,1,,,,,,,64,54,56,60,53,14,12,17,30,12,15,22,19,32,24,61,60,55,52,55,42,63,29,56,18,26,23,16,27,33,40,16,13,16,64,54,56,53,60
21,176,70,58,70,210000,7000,1,3,3,RES,54,70,32,52,62,51,51,,,,,,51,29,33,56,31,61,36,36,54,62,72,68,69,54,75,36,64,62,45,32,51,54,43,51,36,48,51,53,53,6,9,14,16,6
21,165,66,58,70,210000,4000,1,3,2,RES,40,74,40,53,59,53,57,,,,,,55,41,48,52,35,56,49,41,53,58,75,74,72,54,72,47,45,62,60,31,47,55,50,57,41,57,51,56,54,8,11,10,8,13
21,182,77,58,70,210000,2000,1,3,2,SUB,30,62,40,55,56,56,61,,,,,,52,33,47,60,45,54,50,40,58,56,55,67,60,60,65,55,66,60,62,37,60,56,47,53,52,49,59,56,57,14,12,6,6,15
21,169,68,58,70,230000,2000,1,3,3,SUB,15,75,51,53,61,33,42,,,,,,51,51,27,56,38,59,50,44,50,56,76,74,81,48,74,54,62,65,33,53,33,37,52,57,50,55,32,34,30,9,15,12,10,8
19,188,74,58,70,220000,1000,1,3,2,SUB,26,61,53,54,59,46,60,,,,,,48,53,48,62,35,58,52,34,53,61,57,64,63,55,54,64,50,62,61,47,56,48,52,51,45,45,44,48,39,11,6,9,14,5
20,193,70,58,70,210000,1000,1,3,2,SUB,44,52,33,38,40,59,60,,,,,,33,28,59,44,37,41,29,36,43,32,52,52,44,54,50,50,71,56,65,26,52,58,30,33,43,44,58,60,62,14,14,11,12,9
19,185,78,58,70,210000,1000,1,3,2,SUB,8,65,27,40,56,58,73,,,,,,28,22,43,55,29,53,23,30,40,56,62,67,65,57,62,33,89,73,77,27,60,56,32,33,35,53,59,61,60,8,11,7,13,10
21,175,70,58,70,230000,1000,1,3,2,RES,27,56,43,62,61,46,48,,,,,,57,40,49,66,47,61,59,51,61,64,48,62,46,57,71,55,60,60,41,35,45,33,43,65,56,64,41,54,60,6,14,8,9,8
20,174,75,58,70,230000,3000,1,3,3,RES,32,55,36,56,61,56,50,,,,,,38,36,54,66,37,58,50,43,63,62,64,48,73,55,76,38,67,50,49,34,49,57,42,58,37,50,52,58,57,9,8,13,10,6
19,177,73,58,70,200000,1000,1,3,2,LB,30,71,26,39,55,54,60,,,,,,58,22,48,35,30,50,47,54,23,58,73,70,64,54,71,30,59,72,59,23,50,55,43,32,36,38,51,58,58,8,10,9,6,12
19,180,66,58,70,220000,1000,1,3,2,RES,44,64,38,56,60,49,55,,,,,,41,31,44,64,32,59,46,48,61,61,67,62,61,49,66,51,57,63,51,38,54,41,56,58,39,40,55,52,44,9,8,12,5,11
20,186,82,58,70,180000,1000,1,3,1,RES,25,,,,,,,62,61,59,55,54,11,6,15,16,8,10,15,10,22,19,26,30,25,47,37,44,46,20,62,8,29,9,10,29,12,36,14,11,11,62,61,59,54,55
20,188,75,58,70,180000,1000,1,3,1,SUB,44,,,,,,,63,54,57,64,49,11,7,11,23,8,7,12,11,15,10,28,33,34,49,26,43,38,25,64,6,19,6,4,36,17,21,6,11,10,63,54,57,49,64
19,177,65,58,70,200000,1000,1,2,2,RES,21,75,31,47,58,55,58,,,,,,52,29,44,54,28,58,46,32,34,52,75,75,70,47,76,30,58,58,59,31,56,56,44,44,39,48,51,62,55,14,12,7,11,13
19,178,70,58,70,220000,1000,1,3,2,SUB,36,74,53,54,59,33,55,,,,,,53,52,40,56,44,57,48,50,53,56,75,73,74,53,77,58,67,67,52,55,42,28,52,55,53,52,34,34,32,5,10,12,7,11
20,173,70,58,70,210000,1000,1,3,2,SUB,25,73,39,51,63,54,53,,,,,,56,37,47,55,32,62,48,29,47,57,74,73,78,55,77,49,56,50,53,32,54,52,49,46,36,49,54,57,55,9,11,13,9,6
18,175,62,58,70,210000,1000,1,3,2,RDM,17,68,41,56,62,47,48,,,,,,45,39,36,64,40,60,46,39,59,64,69,67,67,49,75,44,63,56,46,41,38,49,46,58,40,57,50,49,42,8,14,12,7,10
20,185,81,58,70,180000,2000,1,3,1,SUB,40,,,,,,,61,55,57,60,53,13,8,13,24,10,14,16,15,21,19,45,42,49,58,50,43,66,31,62,11,27,16,9,31,17,33,18,10,11,61,55,57,53,60
18,193,78,58,70,190000,2000,1,2,2,RES,37,52,29,37,36,59,58,,,,,,37,24,65,43,32,31,36,32,30,38,54,50,41,54,43,40,65,51,62,25,55,58,32,33,38,50,53,62,60,12,6,8,13,7
21,187,82,58,70,210000,3000,1,3,2,LCB,3,57,29,36,39,58,66,,,,,,34,26,55,42,26,35,24,24,36,41,58,56,42,50,51,41,76,60,72,21,55,55,28,35,37,49,57,61,58,11,11,10,10,8
20,187,77,58,70,210000,1000,1,3,2,RES,25,62,46,59,59,55,58,,,,,,57,38,59,62,43,60,50,53,60,61,55,67,56,54,53,61,60,56,61,52,54,52,41,59,48,53,55,55,53,7,6,14,5,8
22,178,73,58,69,220000,1000,1,3,2,RES,11,68,59,43,56,20,59,,,,,,31,58,53,54,36,51,47,56,29,55,69,68,74,53,70,61,68,68,64,64,33,14,58,43,54,45,23,14,11,15,12,9,7,7
23,178,75,58,69,200000,4000,1,3,2,SUB,87,70,26,39,47,57,64,,,,,,45,24,51,42,27,41,30,35,35,44,68,72,67,55,73,30,64,58,73,23,50,54,40,36,31,46,57,60,58,11,14,14,12,9
22,178,78,58,69,220000,1000,1,3,2,RES,18,71,42,55,60,32,57,,,,,,44,43,32,62,35,61,50,48,52,54,73,69,75,53,67,46,60,64,61,37,35,22,53,61,41,55,46,26,32,14,8,10,13,9
22,171,67,58,69,220000,1000,1,3,2,RES,26,74,41,50,63,31,50,,,,,,43,38,32,57,42,64,37,38,46,58,74,74,75,40,72,45,84,85,36,37,33,15,60,53,49,60,42,29,33,12,15,8,6,13
22,185,80,58,69,200000,1000,1,3,2,SUB,17,56,27,31,32,59,62,,,,,,22,22,54,34,28,26,31,22,34,31,56,56,46,50,56,39,78,57,67,25,52,54,22,37,40,47,59,65,59,9,10,8,12,12
19,184,81,58,69,170000,1000,1,3,1,SUB,24,,,,,,,61,56,54,60,54,10,9,30,15,5,13,11,11,20,18,36,27,28,51,44,41,61,27,44,9,18,14,8,23,19,27,11,20,13,61,56,54,54,60
21,193,80,58,69,180000,1000,1,2,1,RES,51,,,,,,,55,56,60,61,57,12,5,12,17,5,13,13,11,26,14,22,28,35,57,23,45,60,17,62,6,25,7,5,41,16,57,16,10,10,55,56,60,57,61
21,187,80,58,69,220000,3000,1,3,2,SUB,29,73,53,47,58,29,59,,,,,,38,56,55,53,51,55,42,38,40,59,72,74,68,51,67,58,68,68,65,43,31,22,54,53,53,54,28,27,22,9,10,10,11,7
19,188,78,58,69,170000,1000,1,2,1,GK,30,,,,,,,58,58,54,58,57,15,10,9,25,8,19,13,9,25,25,50,50,28,49,43,41,63,29,41,9,24,14,9,54,21,32,13,15,14,58,58,54,57,58
20,188,80,58,69,200000,3000,1,3,2,RES,42,42,26,32,39,60,63,,,,,,34,20,61,34,31,34,35,28,27,39,50,35,47,53,65,39,67,62,70,23,47,60,28,32,39,58,57,63,59,5,13,8,7,8
21,183,81,58,69,200000,1000,1,2,2,SUB,22,66,35,53,58,56,64,,,,,,52,28,54,59,43,56,38,33,53,59,62,69,65,51,59,53,67,63,67,30,57,56,49,51,33,45,57,56,53,7,7,13,14,12
22,185,73,58,69,210000,2000,1,3,2,LCM,28,79,57,50,60,55,68,,,,,,34,58,58,60,37,62,33,25,52,58,78,80,61,45,63,58,56,76,67,56,62,55,60,55,58,58,52,59,52,7,9,9,6,15
22,173,68,58,69,210000,1000,1,3,2,LCM,25,61,40,54,58,54,56,,,,,,37,34,52,66,36,58,36,39,58,61,66,57,53,55,45,54,59,58,55,38,54,53,52,54,40,42,54,56,53,5,6,6,14,15
20,184,77,58,69,200000,2000,1,3,2,RES,29,58,34,52,49,55,62,,,,,,45,29,53,58,30,46,42,36,56,49,63,54,58,58,53,45,69,51,64,30,67,48,36,51,44,44,60,54,59,7,7,12,8,10
21,179,82,58,69,200000,2000,1,3,2,SUB,23,58,39,50,54,54,64,,,,,,45,34,48,60,30,53,40,41,54,52,64,53,67,50,58,51,84,49,69,40,67,54,38,40,42,43,55,54,52,7,10,6,11,7
22,169,71,58,69,210000,3000,1,3,2,RES,32,59,45,56,61,57,57,,,,,,44,43,54,63,35,58,45,46,57,62,60,58,64,62,80,63,57,62,53,37,61,58,32,60,51,51,52,59,65,12,8,12,9,9
22,176,73,58,69,210000,1000,1,3,2,SUB,40,58,55,58,58,43,55,,,,,,43,58,43,66,44,59,58,56,59,58,62,55,53,52,70,55,55,54,56,57,53,44,51,58,43,47,52,35,42,12,14,10,9,12
20,172,70,58,69,200000,1000,1,2,2,LWB,3,76,38,51,55,53,60,,,,,,54,35,48,53,38,53,40,39,51,52,79,74,70,52,63,40,62,66,60,39,54,53,46,49,39,53,53,54,53,9,12,15,12,7
21,172,71,58,69,220000,1000,1,2,2,SUB,33,73,58,45,61,20,55,,,,,,49,58,54,50,45,64,34,29,33,55,74,72,60,54,69,65,57,53,64,54,35,19,60,49,61,47,15,15,18,7,7,7,9,10
20,189,76,58,69,220000,2000,1,3,2,SUB,24,62,53,39,51,25,67,,,,,,35,59,67,46,43,47,30,26,28,56,60,63,55,50,58,51,66,65,74,43,54,15,60,46,52,47,25,21,13,14,5,7,13,10
21,178,83,58,69,220000,2000,1,3,2,RES,16,61,54,54,62,25,60,,,,,,47,53,38,58,53,61,52,51,54,63,67,56,71,42,65,55,66,37,76,56,45,22,52,54,54,55,23,24,26,13,6,8,8,6
20,187,75,58,69,220000,2000,1,3,2,SUB,30,81,57,44,59,23,52,,,,,,48,60,51,49,52,58,41,31,30,60,80,82,67,44,52,56,72,40,66,52,29,19,49,47,57,52,20,20,18,11,7,12,11,10
21,183,70,58,69,220000,1000,1,3,3,RES,30,61,52,59,63,51,56,,,,,,55,52,62,64,50,65,58,51,58,62,62,60,60,54,61,64,60,53,60,40,47,36,53,57,52,61,48,58,61,8,10,8,8,10
20,180,78,58,69,220000,1000,1,3,2,RCM,22,65,50,53,61,56,63,,,,,,43,48,57,64,44,58,41,46,46,63,67,64,65,57,67,53,58,70,59,52,64,55,45,55,56,62,53,59,54,12,11,12,7,12
